,Argentina,Australia,Brazil,Chile,China,France,Germany,India,Iran,Italy,Japan,Mexico,Portugal,Russia,SouthKorea,Spain,Sweden,Switzerland,UnitedKingdom,US
2019-04-01,53.9091568,30.3078918,58.8576012,59.0239182,40.0065842,48.2699432,46.9110336,29.0055141,44.7137566,47.5409355,57.3632164,36.7075577,36.7075577,63.8328819,49.9969139,63.0843887,66.7434311,48.8163185,67.9985809,48.7081337
2019-04-02,40.4783745,30.9719486,59.006382,50.7089462,38.1464615,55.7590981,47.0138626,37.0504189,38.1296234,54.2417793,58.9292145,29.6089096,29.6089096,64.739212,42.0782661,57.4976387,62.7745171,50.1450539,68.2387924,50.969017
2019-04-03,47.8610611,30.5396461,61.9686241,66.5553055,37.8157578,60.8151894,49.2229767,27.8149815,37.1652489,58.3596344,60.8910065,39.1463432,39.1463432,64.7880478,42.5153961,51.1655655,65.3824921,60.4758911,70.7101135,52.3118858
2019-04-04,46.1894531,30.072567,62.8430595,55.4614944,37.9365425,59.2848091,52.2310867,32.5807724,38.8350792,63.0871964,52.1002502,28.995182,28.995182,63.3765678,43.8434029,41.7725792,71.5344315,73.2937851,69.4249496,50.5186996
2019-04-05,41.7806778,32.4747467,64.7504425,56.8433228,37.3838806,46.7939644,62.4833908,32.9088707,32.9200516,59.4254379,54.0909424,42.3626633,42.3626633,62.5999489,47.5612564,58.5916367,69.5729141,69.965889,60.7898788,55.2957954
2019-04-06,37.9101944,33.8353996,62.8613014,46.73769,38.1999969,49.9922791,52.3156433,32.8677673,44.4349747,61.2814713,54.0170517,33.7473145,33.7473145,61.9085808,42.8569221,58.3046989,74.1381378,54.2723503,63.9076271,54.7135124
2019-04-07,39.5507889,31.6794052,65.0431976,52.4632683,43.144249,59.819458,50.4310188,38.956398,38.0647926,70.9293213,59.0989647,36.7146835,36.7146835,60.5553398,44.4248428,55.6365738,79.330925,75.6709824,68.7581482,52.7389679
2019-04-08,41.6863365,33.6217804,61.7173309,52.7678185,45.4262352,55.0907021,51.1285172,34.4758568,51.7449799,63.7427063,58.7312012,32.1450577,32.1450577,60.6741295,38.5848274,59.1885033,75.451088,65.3322144,67.6797333,49.9803658
2019-04-09,45.2508698,33.7840958,60.6498146,51.4124031,43.2995758,52.2180672,54.1907349,43.43647,38.6960297,64.2583237,56.9647942,25.567524,25.567524,60.2600403,53.7137756,57.3118248,77.1206436,60.4360809,65.0542526,50.903614
2019-04-10,45.5015564,31.0669994,61.1504326,55.7846718,38.7946472,56.5997543,52.2407875,33.5379829,43.4006882,60.0705605,69.8894958,27.6540871,27.6540871,61.7951622,78.4259796,57.7409782,75.1930695,56.7919884,60.9780502,50.1329384
2019-04-11,43.8834839,30.6896095,61.8816261,48.3103142,40.2611694,53.2443657,49.034359,38.5211678,36.0144196,66.3517227,57.5847511,23.5032711,23.5032711,62.2809029,45.606926,63.2166138,67.3760071,57.8350639,63.3558769,52.7120247
2019-04-12,48.3868599,33.1738358,62.1630745,63.8099556,40.075737,51.6596565,62.0615883,32.495018,38.5966034,64.9518051,61.6032028,38.2046928,38.2046928,61.4063034,45.5631256,48.3602066,65.4921951,65.4880219,65.3436813,54.7513504
2019-04-13,45.1871223,31.0071125,62.1832314,53.1514168,41.2522469,46.9683876,61.844986,35.2666893,42.3767242,68.5272141,49.5929489,27.2966614,27.2966614,61.9154587,62.2958946,35.584404,62.4960556,58.301857,61.6543961,54.3883286
2019-04-14,45.8868141,34.9462433,63.0775681,57.5124054,37.6940842,49.8257103,62.6679459,34.3725891,49.9132309,67.2857666,61.3456573,37.6510239,37.6510239,61.979351,67.4572601,51.2154922,65.9597702,67.9063873,61.9853554,52.4577065
2019-04-15,45.6736908,32.7592125,61.7937698,44.3358765,36.7894402,47.5829544,47.100666,33.2821884,29.6211662,64.9031448,65.2751541,30.6410904,30.6410904,61.1312408,35.5518265,51.3300972,66.9396286,58.6057091,59.4872131,49.0732613
2019-04-16,49.3208923,34.7329903,62.0082207,46.8003998,38.4754257,64.2921906,44.2788811,45.6507835,32.8427811,59.2022171,48.6809959,37.1066399,37.1066399,61.2647743,37.5349503,50.7188148,72.616127,64.5238037,70.9425354,54.5901108
2019-04-17,51.0095863,32.5205803,61.9779472,50.414772,40.6913681,47.2835426,46.5337334,42.0604935,31.2003403,55.1302948,53.6385117,34.521431,34.521431,60.9814529,48.9948654,47.5616417,70.1252899,66.0868988,63.6754379,54.9686661
2019-04-18,48.2380447,33.5934868,59.7565346,49.105938,46.1495781,44.8256607,45.2857742,44.8522034,28.2799053,54.7062683,51.1428642,29.8613987,29.8613987,60.2739449,59.813015,57.5214195,67.7890701,50.2659149,63.2040825,52.6795845
