,Argentina,Australia,Brazil,Chile,China,France,Germany,India,Iran,Italy,Japan,Mexico,Portugal,Russia,SouthKorea,Spain,Sweden,Switzerland,UnitedKingdom,US
2019-04-01,28.0268192,41.1514511,31.8975468,16.4609013,19.4944096,21.7153568,16.7294865,42.0591354,30.3698978,21.1263371,10.973444,36.4349289,36.4349289,-0.0326904282,14.2670536,20.4021854,1.74407351,15.6393681,13.7302494,14.572382
2019-04-02,31.59585,40.9129868,31.784296,25.1880131,19.1327457,17.2354679,18.921442,38.5602646,31.9778996,18.9900761,11.0266361,38.3994064,38.3994064,-0.248724371,16.3521671,22.7614689,4.91268301,17.7010136,8.4901371,15.2506657
2019-04-03,27.2213383,41.5944443,30.7254887,12.3261051,20.5880375,11.0491276,17.5365849,43.4436264,32.9207993,16.2523746,11.3928165,36.0699387,36.0699387,-0.227209479,17.5937138,19.5226994,5.3895812,15.0719242,4.79042959,15.6847782
2019-04-04,26.1858158,41.8485336,30.9074345,20.7174931,20.1170902,11.8190556,17.961298,43.4406662,34.2909164,15.4017887,13.9461308,39.3088608,39.3088608,0.0967651382,15.9153385,21.5730534,4.11922598,16.4438114,7.01741934,17.0831547
2019-04-05,26.9044743,41.0309372,29.348444,19.5796452,23.3694706,16.5983829,13.7600651,42.4598618,37.470665,15.7757511,15.2612553,34.773735,34.773735,0.127313226,19.9049625,13.2362919,3.54726553,4.81047964,10.4125919,16.6026249
2019-04-06,28.6688175,41.619133,28.9469852,21.9030399,22.9189091,15.4746037,20.3580265,42.974205,32.025444,19.0695133,15.370966,37.8117294,37.8117294,0.152337641,23.06283,13.5702763,5.09194326,12.1451359,12.7767582,17.9584599
2019-04-07,29.525507,42.2058029,26.7541142,21.1520023,23.0892582,15.3942509,21.5820866,37.6680527,37.424736,16.8314152,17.4833317,37.2857895,37.2857895,0.783471704,21.5436344,15.1547184,1.83617556,10.476984,12.0104923,18.4441776
2019-04-08,30.0501652,41.2397079,28.0532169,17.7475529,20.7930241,17.1267033,20.6865177,43.1928329,27.4712772,16.5182133,15.5051517,38.562706,38.562706,1.06292117,20.5116825,18.4408207,1.51574099,12.8791447,14.7654972,19.5921879
2019-04-09,29.172327,39.5183334,28.1964359,20.3428898,21.4740238,17.4296207,17.0395451,36.2501144,36.7173386,18.2050724,15.4474735,38.593132,38.593132,1.37517703,17.0155582,16.965662,0.41671142,12.6932316,12.0235538,19.2736759
2019-04-10,27.9581242,39.9007187,29.4993839,12.7637577,21.2575321,16.9640141,14.3942814,44.2794418,35.4892197,17.0396671,10.6084232,39.068779,39.068779,0.664483666,9.82760048,18.1046391,-1.06485593,14.4225101,14.4442692,18.3523808
2019-04-11,27.8601017,40.8043747,29.1138248,21.0236454,22.0462589,17.4911747,16.1974735,43.0639877,37.6254501,14.8893681,12.7239628,38.136528,38.136528,0.032037355,15.1711369,18.5497379,1.87438357,12.2596989,14.4157963,15.7701664
2019-04-12,25.7135258,37.8529282,29.7895756,12.2319279,23.6996098,18.5151005,13.4016056,44.6256943,36.579155,15.5740299,14.4971256,36.3979721,36.3979721,-0.183844,20.0660343,23.0909977,3.40691519,14.1529789,12.9050236,14.2435246
2019-04-13,26.1606998,39.8444443,29.8751163,14.1280155,22.5478153,17.3126774,11.7245731,45.6967087,33.0636215,16.0480289,15.7310734,36.3572006,36.3572006,-0.341833502,10.4122257,26.6762028,4.62667227,11.2187748,11.8281803,15.7246647
2019-04-14,25.2727604,38.210289,30.2557011,14.5327702,24.7367191,16.3083134,11.883173,43.9756088,27.5891056,13.83288,14.3138371,36.4677048,36.4677048,-1.27939451,13.6594181,25.7103214,5.39995718,4.48424673,11.5550175,16.1333256
2019-04-15,26.407465,40.0566635,29.9089298,20.0718632,23.909296,19.7782841,18.4903202,43.7157822,32.4873276,17.0294743,16.3471012,40.6438828,40.6438828,-1.3550781,21.2238712,25.6198978,7.002069,12.4582462,14.664362,18.1912785
2019-04-16,26.0956059,39.0805893,29.633997,20.0316105,27.1201115,13.5292912,21.7654667,36.0882797,35.3514023,20.6201115,18.0223942,37.2021408,37.2021408,-1.83283079,20.4290714,25.5580082,7.36553335,10.6345463,10.9106083,18.3670902
2019-04-17,26.3888187,40.3938828,30.1385441,17.1374454,29.1669254,22.5838566,20.9371891,39.5992355,36.4310837,19.9225101,18.4681339,38.9197922,38.9197922,-1.78629148,23.3230534,25.2081547,9.15520668,16.2455997,17.3331547,19.1289616
2019-04-18,26.6874943,39.8260422,31.0191898,19.6237736,26.1798038,24.4260807,24.1038761,38.1577072,39.1635666,21.8211308,21.2661686,39.8555527,39.8555527,-0.24735108,19.7085819,14.4284,9.4522953,19.6277714,16.8745365,18.6095219
